employee_id,first_name,last_name,email,position,hire_date,store_name,store_address,store_city,store_state,store_zip_code,store_phone_number
42,Audre,Sommerland,asommerland15@flickr.com,Senior Quality Engineer,2003-05-15,Thoughtmix,322 Schmedeman Park,Chaves,Vila Real,5400-006,209-469-2756
39,Huntley,Dymond,hdymond12@buzzfeed.com,Recruiting Manager,2002-05-03,Fivechat,36504 Hansons Park,Salinas,California,93907,831-432-2760
55,Ettore,Zarb,ezarb1i@instagram.com,Registered Nurse,2008-11-25,Kazio,7054 Fallview Crossing,Buenavista,Guanajuato,38796,746-381-0902
17,Ethan,Isaq,eisaqg@guardian.co.uk,Staff Accountant I,2013-02-08,Shufflester,72789 Schurz Place,Guanajuato,Guanajuato,36780,948-889-6386
159,Clement,Austin,caustin4e@reuters.com,Electrical Engineer,2014-07-09,Yodoo,4405 Towne Center,Söderhamn,Gävleborg,826 70,276-498-8505
61,Dew,Conrart,dconrart1o@oakley.com,Environmental Specialist,2005-03-15,Zoomcast,44 Dorton Road,Sandviken,Gävleborg,811 53,819-287-8796
160,Aurea,Gallamore,agallamore4f@soundcloud.com,Human Resources Assistant I,2010-06-23,Muxo,93 Wayridge Circle,Oxford,Nova Scotia,K7A,110-886-7664
87,Michelina,O'Lennachain,molennachain2e@addthis.com,Social Worker,2006-07-22,Quire,4 Buell Way,Pittsburgh,Pennsylvania,15266,-430-0293
166,Odelle,Bread,obread4l@godaddy.com,Staff Accountant II,2012-07-29,Gigazoom,50 Jay Circle,São Bartolomeu,Ilha Terceira,9700-505,921-705-2317
52,Cissiee,Pybworth,cpybworth1f@redcross.org,Biostatistician II,2006-04-16,InnoZ,42632 Quincy Street,Horta,Ilha do Faial,9900-016,849-524-9716
43,Roxi,Langwade,rlangwade16@nytimes.com,Compensation Analyst,2000-02-13,Teklist,784 Helena Drive,Montreuil,Île-de-France,93104 CEDEX,144-344-1428
54,Stephine,Sunley,ssunley1h@wikispaces.com,Director of Sales,2021-06-12,Youbridge,7583 American Drive,Västra Frölunda,Västra Götaland,426 57,390-118-3623
27,Elfreda,Sorel,esorelq@ucla.edu,Environmental Specialist,2002-09-05,Eadel,5 Thierer Center,Arras,Nord-Pas-de-Calais,62036 CEDEX,128-919-6033
3,Karilynn,Colvin,kcolvin2@infoseek.co.jp,Graphic Designer,2010-05-30,Thoughtbridge,9 Hermina Circle,Groningen,Provincie Groningen,9704,648-813-4622
164,Darbie,Fores,dfores4j@creativecommons.org,Quality Control Specialist,2000-02-24,Quire,86 Sutteridge Terrace,Perpignan,Languedoc-Roussillon,66845 CEDEX,916-345-6843
141,Selena,Prydie,sprydie3w@51.la,Compensation Analyst,2007-04-25,Roombo,24386 Red Cloud Park,Schiedam postbusnummers,Provincie Zuid-Holland,3104,805-480-4652
151,Maximilianus,Pulsford,mpulsford46@cbc.ca,Quality Engineer,2021-11-10,Fanoodle,4 Stone Corner Lane,Veghel,Provincie Noord-Brabant,5464,432-373-9278
